pathway	DMG2400338	DMG2400339	DMG2400340	DMG2400341	DMG2400342	DMG2400343	DMG2400344	DMG2400345	DMG2400346	DMG2400347	DMG2400348	DMG2400349	DMG2400350	DMG2400351	DMG2400352	DMG2400353	DMG2400354	DMG2400355	DMG2400356	DMG2400357	DMG2400358	DMG2400359	DMG2400360	DMG2400361	DMG2400362	DMG2400363	DMG2400364	DMG2400365	DMG2400366	DMG2400367	DMG2400368
P562-PWY	10.0	5.0	67.31293302540415	36.769340974212035	24.000000000000004	12.115384615384615	8.608108108108109	33.41701244813278	51.26923076923077	17.307692307692307	70.83700440528634	85.04314720812182	29.203539823008846	26.608695652173918	0.0	0.0	0.0	0.0	0.0	0.0	54.99999999999999	110.20108345464526	0.0	0.0	64.0	0.0	21.999999999999996	0.0	46.0	10.5	0.0
PANTO-PWY	235.66518213548164	532.2892764663753	497.90436858204833	192.42785132712783	700.3812179014416	389.89459228178464	450.8709698463595	515.6089304046736	651.9566883973555	604.3655087856562	701.9524957352721	285.8153132118315	547.3485860752886	328.44493275500196	218.94875900720575	73.13351703406813	63.69042891452917	247.05515719801434	116.31135439818458	163.9868055753194	222.02928339842867	2179.4288699578615	260.0711374583179	53.88452088452088	107.70344827586207	78.74737513448225	76.35314688986944	118.74588831095203	1019.8618391711343	42.08219854902867	20.67381656804734
PANTOSYN-PWY	302.20333030664636	761.3762188372021	631.1981153632502	264.55614322699824	876.118602084107	460.93919304136136	559.8091431793652	644.9639789312237	876.1659796835937	697.0985324542537	939.6030008541165	317.657299257793	768.4692008033502	469.7806622823424	258.69276855160814	104.8859744025015	36.945211268295424	311.49814011520164	149.04655784487082	197.6228236560825	269.061154319241	2689.2309890051183	296.14607162947686	69.54862579281183	111.81622911694511	106.59669488997689	103.63591327574946	154.44602827986148	1201.9969341040876	61.144063722619414	33.42267237550016
PENTOSE-P-PWY	363.9258394595115	714.4326584464512	510.20461792663184	265.66499153528787	462.52875262047667	947.2404365185241	1643.8104849334022	1076.6511645516264	1339.109240653121	1809.505777986215	1326.8342587336283	880.662565677888	1142.3515100348898	801.8983433815879	258.31759241023525	139.99571900661437	38.78756948323213	334.40340196308193	134.61967831112207	169.24284902356234	148.26903733874641	1752.7194391242554	135.44498449881004	69.87933432309235	109.33238001566504	206.19819259584875	85.77148472420853	216.0340856311553	4344.162955900358	142.32939511405826	0.0
PEPTIDOGLYCANSYN-PWY	577.3981491688783	3221.470945199207	1306.726658234515	1123.2510448448247	1655.2330976032133	5733.716022521893	3811.90805612176	1828.7521805314937	2341.3350523555696	6377.232683176739	2216.2190210307967	1745.2082748681307	2131.1399628300587	1955.5662038441426	369.91858852157765	322.9603076609653	157.69187427911757	537.2854428428203	332.58757891744386	515.3148336358287	428.81338850338517	5772.312705382346	383.29270530357525	127.19012265978051	161.00000000000003	355.3837046881293	387.97813077495397	370.1461269059533	14682.317125593745	703.7728291241702	368.2352807582064
PHOSLIPSYN-PWY	584.2845477677484	3453.7500659628745	1449.4338894071004	1293.024207646992	1909.4349958534106	6415.879689745545	4004.327342827705	1948.7754165016183	2524.1126169579748	7387.094887136647	2372.481522634574	1941.1790157964945	2268.2000045524264	2004.4865384566149	417.01786016409886	327.95716112366733	180.14301234511967	577.2755158916756	367.18634414705105	588.6142045046433	477.16727941718756	6468.087936522592	444.3366256904351	117.02810435070812	142.9037578857355	383.2929367136538	432.52877509611136	405.0226378162527	16901.389766470227	806.4244450883431	367.16087708403046
POLYAMINSYN3-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.2211286815937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLYAMSYN-PWY	0.0	43.96385141104869	130.62058073859413	62.49138965706737	122.09730089937781	127.08607927393413	160.8010782303785	219.57934623650857	147.9830131518104	45.029510431079956	180.95069696648957	46.829848461351204	131.24997651675054	107.68151015731416	0.0	0.0	0.0	19.070956273295938	39.94029985186109	41.877698816106054	31.91704029444568	494.13887189492607	0.0	0.0	0.0	0.0	0.0	24.49275794611378	315.10179199646046	44.31857609753218	0.0
POLYISOPRENSYN-PWY	398.9248913718187	2855.1043177480915	389.1980097403005	156.7508103616478	432.5922951436819	5225.4490815521585	3241.480219998675	1254.0369166240732	1704.1953930564753	5749.657404432311	1561.838562673511	1017.3247388138184	1635.9525812619504	1639.9646180055038	268.3793313069909	249.272442915233	36.86746987951807	341.0981924767953	124.1139028475712	175.97628751389405	137.1582054309327	1331.2853508729809	101.68736616702357	85.33463035019456	138.20353982300887	223.07807246918193	112.2847510373444	247.6024177300202	13300.47616796818	132.90351154697882	324.4900100908173
PRPP-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.65118395485095	0.0	0.0	0.0	0.0	0.0	223.82414138147095	428.6804786917437	0.0	0.0
PWY-1269	122.75000000000001	297.0	127.0	30.25	72.57518488085455	82.24265734265735	79.00351621867104	176.05782085561498	88.10622887493965	16.5	119.48605371900825	17.25	76.5	75.40339531123686	18.5	36.25	11.917808219178081	46.0	26.039387308533914	25.269941557415887	25.983298538622133	714.5166985165012	29.5	45.5	97.0	36.34782608695652	38.65331491712707	55.581643543223045	153.58098591549293	28.907065812099425	15.75
PWY-1861	369.5442125105505	302.4862592816423	438.84336982115354	483.7877027890502	426.9352223177726	405.94697784902246	388.8225357056927	474.1471726614526	511.9028689064757	455.13848997467016	650.3435249238257	774.791563858015	318.56545126817184	354.6497535061179	0.0	43.38488484148969	185.00169961062602	100.86918211054338	90.55663065279938	320.2343326739123	182.68808772119766	2023.0080591879182	61.09360043706929	65.64170081974989	123.2859042907379	120.39501954756739	143.81309616363419	98.13341133809405	849.1186309438777	145.33170549752458	0.0
PWY-2941	448.82315805704735	1251.4298490487502	376.0517829791186	160.130806970144	465.7597353524511	1441.2727728636994	1711.1791682476694	681.435194177053	1622.5337756675426	963.0607236081175	1399.778079333957	840.3639352725289	1653.3048161254912	1485.0809810123208	179.95092402257282	261.57893478769375	44.753595266864494	359.90762690807367	141.00367343545673	193.71144872752862	160.6780446972282	1510.7195744534754	105.75437713504645	92.2781083402976	0.0	266.3333764710683	0.0	272.93986242805505	2237.3257808459825	159.2526341849008	326.28752093760886
PWY-2942	655.5581911262875	1460.1173765475314	1442.7404361490437	1266.8304377963614	1840.9217731443682	1649.4536939921966	2160.34200092437	1476.5299788571726	2229.158798964454	1530.337847416163	2087.42638951791	1709.1229143458604	2072.3568954927923	1676.3711559317028	299.00846741051157	320.0427570913254	197.75141048219425	556.6644904067874	365.9741133747431	583.0754991379785	470.92991240373567	6386.700439421945	436.9842352045528	143.1154257862765	180.91288315056963	383.599337152907	427.53987897273214	395.94221289272963	3331.217364662346	773.0827475886684	335.27538850740865
PWY-3001	536.2058514307724	1111.767598746896	1383.0561222183783	1223.4867777847035	1765.7044267040728	1204.5182311454691	1710.8801163363582	1378.4610351350154	1784.6184204189603	1396.3168033959482	1733.6737223822845	1541.5128618358497	1577.250376534297	1115.2889064742958	272.8763892970857	242.28390187611328	181.89866556106625	491.56839795762625	353.1799247968468	573.7561841507087	455.3019735739009	6304.3374539248725	422.66523046009246	118.5087379976244	194.5185131699692	334.9243420388672	437.6619363903879	332.2726207656051	2974.5344191934564	781.4583597546327	93.4238411037698
PWY-3781	0.0	162.61006220085986	0.0	0.0	0.0	0.0	0.0	0.0	102.42645039255824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.70207176571532	0.0	0.0	0.0	0.0	0.0	109.54128723806878	229.3057267208847	0.0	0.0
PWY-5022	19.00990099009901	0.0	109.25580867312038	62.37171376639116	59.30000368741474	64.0252009540603	103.06411281061315	84.55901890926893	130.20908214289793	63.69666722030309	183.6769307239099	140.5120117844542	95.09734320755824	74.60431338123482	0.0	0.0	0.0	0.0	0.0	0.0	74.7435356598849	247.0970403233194	0.0	0.0	0.0	0.0	0.0	0.0	95.48593784591957	0.0	0.0
PWY-5097	659.8395555872984	1452.2468942458531	1477.564979586195	1350.116834550666	1893.5987977230354	1641.107227455522	2165.7811463511002	1487.3051499118308	2222.4455330414708	1527.142914813565	2082.2539893439084	1732.983892039442	2059.8702428051647	1669.7730527868446	295.5711879215841	318.75635561971086	203.7896745628824	553.3862532555033	370.81118353347483	598.331028630667	476.02606231432964	6651.538000300354	441.85210899743953	144.38473658327382	186.12279908165272	396.45605909513466	442.7156622898269	402.33595331928007	3348.991344335129	803.7452211722989	334.91227436823095
PWY-5100	810.0917087726641	4134.748100082619	1709.0844267762852	1452.770049832408	2176.3500414280434	7588.371426357197	4940.288922411322	2371.72891724784	3137.533037294217	8592.577321679108	2904.5343953675238	2255.2907281144685	2874.3547531513627	2538.924860790951	546.3653942478826	404.9607376579875	237.00046835237634	670.9573834650754	365.74002105348757	584.263279482291	443.5571417409158	7065.064166206016	448.47031431897557	175.25758032247472	271.23833388350386	387.1629246733467	443.8595922939882	426.5347685814232	19236.15186687256	763.8280446418809	460.1113390262902
PWY-5101	662.8834735656333	1022.383734056697	1698.733567388848	1515.440979816714	2258.344273502099	1093.862693440012	1729.1949634999778	1673.3973079221428	2092.5656739898222	1689.3649095921614	2108.4419584532347	1924.7036863124385	1724.936591157552	1041.6181085659252	367.1986385407822	244.30126982379298	225.12341340862176	621.2988970594287	416.91507387811913	681.9012580983817	522.7434495749651	7677.590642590492	546.9264974841825	138.57058864711487	228.12383608099893	349.55054491986823	540.7133544615815	355.8174360410812	3551.0394641494763	916.7435134782331	59.83310003022253
PWY-5103	510.0008384119075	836.7995609569715	1423.1822482704547	1279.1029577980016	1884.3987149937468	832.637801949539	1383.057568844878	1354.90515544932	1600.9801326262696	1328.0159427521007	1605.5677395257858	1515.8216266222894	1310.920414079349	806.7802457238633	282.29362968734284	177.6775961085017	191.1051798489294	481.0236135766796	347.26603805913453	583.4527722293898	456.15204694175105	6541.489369920203	459.9241740463871	107.97943968281518	199.81209583434384	305.78859237352435	471.0050632543808	295.5339906893607	2704.0987197300537	786.6826509086521	48.536990636290675
PWY-5104	685.9066865790304	893.9567534847984	1672.0367356712852	1504.336395708072	2225.819036757508	1041.5127321596765	1638.3344642859252	1582.2273399020783	2020.1555181572016	1555.5074852254472	1956.1423327125553	1894.0387974007594	1652.2099857943952	874.8151306983493	282.29362968734284	247.70594253477688	247.0892094956859	516.2203949589009	377.6965506005842	628.2156925259466	463.5708286858553	7444.432961310165	493.2812227138598	144.93904699435913	235.73328576887528	293.39524641503954	520.6278438010569	302.65464436649205	3283.3912364970106	857.295186842478	59.74057524372359
PWY-5121	406.1024187891146	929.0150446741764	1237.219622945806	1109.7720271911085	1594.3094334915206	995.0497187485548	1557.1376380070324	1280.606814785636	1470.2071408263182	1643.2019730853203	1459.452195821413	1378.5383536012237	1216.2701311502872	781.9866465712638	248.4861629300552	179.24063779156316	154.75950922358803	395.8041550238277	294.8444057343616	471.11762411601205	386.3640659218458	5565.277139357112	371.48368835858395	93.47262524657052	167.75450671910852	259.06789907838333	391.9184482963113	262.8994988828713	3430.2876523288846	670.403370634163	58.16122456306001
PWY-5154	229.04384700441787	478.4834120612391	278.7451170785475	72.86889334927366	167.3248536614646	181.73726525252894	150.13855290248299	361.482714137213	120.52631253695365	40.563771235024284	271.7406784765767	42.46073680931534	179.8861031204453	171.27630476366713	42.21598275266643	74.95018275262774	25.558546684843726	101.29136249242202	56.3219808883766	51.88229813524565	56.54775669226799	903.228592336928	66.52470086995015	62.39054301274078	114.48418974784352	72.21838513170401	80.18711043143146	44.531188654702106	205.99260339393624	52.104494431038404	31.766061195916215
PWY-5188	140.9513151342451	301.92825301145183	584.9323319644466	566.4172032478318	907.4075868348792	359.4032733325164	525.7180992552701	539.7510773699219	867.0195318304411	724.6190940755163	794.962153465193	705.1444677984425	684.0895815611892	380.85838534528114	181.76283185840705	51.72655601423188	51.93990563329481	232.96327948867582	102.10952148518338	183.08619041495572	183.79305996536817	2901.961899691511	253.98463360084202	0.0	80.08290155440415	55.81810178545097	68.92840712333506	112.85019899318405	1177.8597933968445	27.522140115794027	0.0
PWY-5189	147.5309804707573	277.01451468666164	541.9945671641536	541.686885483698	827.5256331978366	354.8465065552779	507.8516178802714	515.4593881768682	860.8129586673941	695.8428904208845	809.9043106288415	666.6211409912994	662.6217644409338	382.62451450267207	180.28703094140883	46.702643373273574	51.763110983956516	224.45528353286974	93.81552171707628	166.89661166951134	210.85572225938864	2673.392435999455	252.48211973651513	0.0	0.0	55.70836736209073	59.458641201419084	104.30032595256827	1195.3613782344555	20.482215346806225	0.0
PWY-5265	0.0	0.0	0.0	0.0	0.0	150.48068324487437	43.6158219138312	0.0	97.90270939948165	0.0	34.8643140516241	0.0	0.0	43.43616541039375	0.0	0.0	0.0	0.0	0.0	35.536793065258365	0.0	980.3741357291642	0.0	0.0	0.0	125.55914715323851	0.0	0.0	140.15781671933837	0.0	0.0
PWY-5347	215.52295133244434	351.3304907897986	195.40304415420778	0.0	93.18855756859469	336.1167301455378	268.7577143826844	145.81640117184241	468.7878047050497	274.60979268810775	492.98305991189926	291.4499047082319	270.41951739814925	377.94882535521333	0.0	0.0	0.0	87.83757388511812	0.0	156.63300511838798	203.89851874786632	576.7566067836942	0.0	0.0	0.0	98.77766318767338	0.0	0.0	921.5090088208627	0.0	0.0
PWY-5384	0.0	29.36685281517748	98.54544971577326	86.70597803985359	132.80027303754267	233.91760832814307	421.635453664837	74.59521458486354	434.6412048429964	23.454988181595894	298.57292320569155	284.24517733575607	548.7180012287528	25.82359081419624	0.0	0.0	0.0	21.598340248962653	34.410790925812385	0.0	0.0	650.1819081325874	0.0	0.0	0.0	0.0	0.0	0.0	83.74873137118745	0.0	0.0
PWY-5484	620.9049385868469	2370.1256360324005	934.859447226634	416.1741049383979	996.7199612017027	2840.0743326140237	3179.2014906281447	1961.713170380098	2331.21705438993	4097.009679213396	2284.096705562741	1820.6018916074643	2071.6980653896044	1639.7995567622863	387.02358043483605	311.73607166981725	98.2570601274164	532.1334844972297	265.2893531024591	367.9736259280593	308.96157035536055	3389.7401823754026	254.10708040281878	135.62459965588775	158.33370824306152	370.71308031552854	130.63974862819126	388.4821812687889	9393.36170394949	340.98287451747643	172.61327229151348
PWY-5505	381.49387206448733	360.90233497151786	1334.5118763673868	1240.8403430347169	1900.7046239218628	515.5212581498826	1029.2555621963313	1129.343668585305	1302.0178922791451	979.9118898065577	1280.2360722447274	1291.1453135510465	1140.0896355546727	484.2326256854678	281.60700184462775	161.80838915040115	191.45732470042728	416.7813557042187	324.3920062067839	539.2368434093091	386.92074642429975	5906.302321385734	469.38151838755863	71.81357444819368	139.51921621879578	302.67817771354703	461.93282580384584	245.5546035682865	2035.5852500876479	764.3471566505494	36.39809917215894
PWY-5509	213.16560580263913	202.1495283194312	925.9724723411247	860.4131972879147	1335.4098218147742	360.2451636858979	819.806418058119	814.8163195191016	954.1209635027506	794.8924415754403	1002.6559875640638	1047.0114121772995	667.0149292421356	357.7030092586987	176.55978681337572	100.75678496868477	128.8457399103139	270.46654794391725	230.7449959050541	410.38901270112694	325.0029879853377	3936.2308475076616	312.3293363409711	32.63873656503619	0.0	171.534019444929	320.50497903885434	166.23596185815586	1583.9096010233236	589.8277592401281	15.260545905707195
PWY-5659	209.92546353077068	706.9573783892467	609.4249022330628	494.8290147080965	647.928424720992	416.23069844207885	939.914852132387	766.350180233202	798.0739280228319	689.2119727909493	861.1457590615641	782.8826041223148	662.6324183137668	477.9432165405128	34.29030016675931	141.4567694968915	58.38070281817189	172.40729742700736	157.54592742401292	223.6188062726655	153.6159545338721	3110.3271632764013	51.76540144259193	62.938371489720474	107.70344827586207	78.51176581548887	234.25489148866984	179.96540673050637	1739.9902901521527	306.6158512026107	56.18526924098838
PWY-5667	646.1398386498109	3418.1248554974777	1565.0433047883243	1378.4363468838123	2043.165636745858	6162.664760460391	4149.93472599151	2080.956410892169	2652.475833486379	7004.881454500941	2503.4203338519415	2042.9394732800058	2387.8450051227455	2092.801077768796	440.1826679745781	349.9838207168933	193.2268970806138	617.250573294912	393.0167514279659	627.0334154394511	509.9429422498998	6923.948055431351	480.5109481779393	134.13117197122915	173.32535885167462	410.37242036784363	465.51870992030155	427.25272714283216	16001.988191332293	857.395888792162	382.2836558475993
PWY-5677	0.0	0.0	29.9937345648021	0.0	0.0	0.0	0.0	24.418937008699213	35.72539336944674	0.0	31.30645562054263	44.344409954339575	25.64294941155722	19.7767695905648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5686	613.5931192573162	3411.133770484871	1491.5582932860002	1310.5348465228928	1862.3946587924877	6114.357739481071	4086.168464384139	2025.737694260699	2508.2885463948214	6886.5966333876	2413.2548798421008	1954.0663514146975	2249.3712340207517	2030.7662043791852	396.23305742369377	339.2983695957971	170.95645324631482	575.5262756240456	376.0023034477211	596.2090158382249	492.8168134885541	6577.577063186819	431.8123546629201	134.42819614711033	181.12500000000003	399.5250714166128	455.66764202440635	411.6932562291519	15939.760976007858	822.570722108601	365.1351568526613
PWY-5695	342.1067561499234	872.4652644900161	435.04484042030015	275.6559165935777	260.90264335478497	493.8665302229836	470.6781811221855	559.1449845997189	354.8573468086137	361.6131057943793	549.0601897562997	537.7063711791847	362.25847279992314	338.9680430025337	66.09861429907336	116.64531355360755	39.23076923076923	166.61396887056983	114.5949449125081	108.95092462823854	121.28642377950415	2021.2755832714554	101.80930232558138	103.69267139479905	200.249501281869	128.59523147436437	123.3296614735711	133.99949816086294	955.1674907133712	146.66149600332145	57.55181880576528
PWY-5705	0.0	0.0	77.30526315789473	100.58874458874459	47.71331058020478	45.02732240437159	65.75342465753424	57.06051873198848	106.37413394919167	0.0	145.03401360544217	173.12021136063407	50.09345794392524	30.73972602739726	0.0	15.145631067961165	0.0	0.0	0.0	0.0	0.0	209.4077834179357	0.0	0.0	0.0	0.0	0.0	0.0	76.78899082568807	0.0	0.0
PWY-5837	68.86198830409359	129.6912114014252	0.0	0.0	0.0	104.26357016155087	24.61420102276327	23.729320858695832	45.84972462627852	56.21789883268483	79.0949534194463	43.09351007748281	50.01196036091748	93.71649681126476	0.0	0.0	0.0	26.35802469135803	0.0	39.56521739130435	0.0	94.13875007459114	0.0	0.0	0.0	29.810344827586206	0.0	0.0	207.9595227081304	0.0	0.0
PWY-5838	154.9165308070215	378.94135675659606	0.0	0.0	0.0	288.6525630164958	78.17232002474043	75.30031124850939	125.78063408210262	105.23088597166907	206.72805058227502	83.82294635133862	130.66406888782785	221.48747445227477	0.0	0.0	0.0	63.42460258284587	0.0	60.93853048110255	0.0	260.6946850607791	0.0	0.0	0.0	63.04974746053045	0.0	0.0	569.1945846973924	0.0	0.0
PWY-5840	161.13617691303176	397.8578777510933	0.0	0.0	0.0	339.4011833193679	82.35616724934292	76.55305380290784	134.49728367337144	187.71211706697343	221.92886390493896	116.13606117006145	140.2646671886301	251.40368516626614	0.0	0.0	0.0	66.89431961379644	0.0	70.96649963895757	0.0	267.28435101781366	0.0	0.0	0.0	67.92485757117397	0.0	0.0	684.4080088579952	0.0	0.0
PWY-5861	127.98403283061312	267.7067473988162	0.0	0.0	0.0	197.09097247606215	52.87674488106073	51.90433326756704	94.19950940381604	70.67511992249808	157.1967421690356	63.24499448366294	102.0496905085072	174.74808912840044	0.0	0.0	0.0	51.85830003425399	0.0	52.299989115053876	0.0	187.63806578018523	0.0	0.0	0.0	53.50827880195549	0.0	0.0	385.9039212561875	0.0	0.0
PWY-5863	77.30468041755186	147.30885721024444	0.0	0.0	0.0	118.82789542693932	28.10256538917881	27.065867399989383	52.24161598146335	64.1631685052982	89.90200818932311	49.065086421575344	56.94956786990474	106.30921971022116	0.0	0.0	0.0	29.90029026342317	0.0	44.70664899971762	0.0	107.3247522805514	0.0	0.0	0.0	33.64287703486164	0.0	0.0	237.1579551579584	0.0	0.0
PWY-5897	148.79356585349504	354.6206315153325	0.0	0.0	0.0	299.5591947868012	72.33971155286584	67.60062139695282	120.1211681774276	164.97219183816964	199.47383953760064	104.66848109899158	125.91786077483889	227.25995864184526	0.0	0.0	0.0	60.82077092919482	0.0	66.38297872340425	0.0	239.46286234841966	0.0	0.0	0.0	62.51722905190967	0.0	0.0	602.9539742536916	0.0	0.0
PWY-5898	148.79356585349504	354.6206315153325	0.0	0.0	0.0	299.5591947868012	72.33971155286584	67.60062139695282	120.1211681774276	164.97219183816964	199.47383953760064	104.66848109899158	125.91786077483889	227.25995864184526	0.0	0.0	0.0	60.82077092919482	0.0	66.38297872340425	0.0	239.46286234841966	0.0	0.0	0.0	62.51722905190967	0.0	0.0	602.9539742536916	0.0	0.0
PWY-5899	148.79356585349504	354.6206315153325	0.0	0.0	0.0	299.5591947868012	72.33971155286584	67.60062139695282	120.1211681774276	164.97219183816964	199.47383953760064	104.66848109899158	125.91786077483889	227.25995864184526	0.0	0.0	0.0	60.82077092919482	0.0	66.38297872340425	0.0	239.46286234841966	0.0	0.0	0.0	62.51722905190967	0.0	0.0	602.9539742536916	0.0	0.0
PWY-5910	193.9186100317733	2528.2951022216776	181.00878951565304	71.27128976218502	213.48351249645168	4934.895641508396	2793.2382613478226	886.3988720693188	1240.588676295562	5386.17243582521	1094.0891043499425	638.3018040914	1159.1567375145198	1162.6648669706435	198.30299539398814	155.3059358126093	15.43265516353335	221.95644753734624	66.33550703662473	69.7950042622402	70.64400931274774	512.330370233732	50.251452577078325	0.0	0.0	105.42748651628325	0.0	142.62778175228812	12535.619151383604	62.26611235111596	62.93052251883661
PWY-5913	0.0	1075.4269810747899	27.713416773891684	25.706724511930584	0.0	1165.2809136832857	1334.0618523904743	659.3444343142245	352.77141928141765	1856.4905303843677	372.79084158415844	270.3576538506908	135.608255766896	328.6238081048868	123.65339578454332	0.0	0.0	0.0	0.0	0.0	0.0	1093.867730294397	0.0	0.0	0.0	0.0	0.0	108.76494023904382	3476.7565454580376	0.0	0.0
PWY-5973	630.9837592491557	1666.9730733184517	1452.054328384858	1283.9546518192963	1845.9982168003773	1815.8627566608727	2227.4701130245967	1534.9802168142085	2193.712247308975	1678.810372864545	2068.169740781847	1692.7159739704591	2015.330173415101	1816.9148449979907	322.17950890367604	335.390092553639	174.61034772854737	575.0119070401576	359.26624437653845	576.3378729289248	465.7137026505226	6333.032868262514	444.9441869409597	134.95791972378075	176.64768413059988	365.21156461447214	451.94081679518484	401.2683637357433	3733.293903212833	784.8497702715437	369.67587950196366
PWY-6121	678.8952489975838	1681.9301256167723	1466.8862072512165	1226.540066976644	1835.9488745966964	1785.204400107705	2324.716682307539	1546.645989549311	2389.26272721462	1582.9015904528544	2217.7739117465785	1747.967381783143	2283.033516071741	1870.761477764479	332.9694338215223	365.242943221408	176.56052597637813	610.8073722531764	373.3900028812184	574.875741826399	472.2581116414609	6335.718700958043	431.2197674904228	153.77647265603892	209.65798966296973	408.83579937989236	425.75609107269395	423.9422739045066	3442.156271089607	774.0144417654388	393.74694612663706
PWY-6122	681.6748211953034	1698.7099058496872	1492.4461597680481	1261.8736935909442	1887.461045999384	1849.2452491170304	2416.4497863565225	1571.4398319898978	2491.8274906804486	1652.0099390160287	2290.6178625439693	1835.9965361956445	2377.2970277211434	1939.0560664800983	344.03976876394114	373.83241153389577	179.93199864502532	628.0069400605374	382.5510200466895	591.5094752797017	484.60506802247704	6455.716566776338	439.65045395901177	150.9967839253733	200.27643400138217	420.0949701370676	430.0237992805883	438.6699268282756	3578.2981709429705	796.6574058672015	406.9560705158319
PWY-6123	552.4765055856419	1549.594383016386	1251.0615679289174	1072.75	1586.566275912485	1770.2964940949062	2117.9664551345013	1351.3791190512486	2031.8748567845746	1538.716347802509	1895.910183611662	1511.8567818266135	1927.8502915650288	1677.1023569476297	286.6954277286136	303.66721707100214	153.0	504.5	315.75000000000006	494.75	411.4971449121176	5521.919134559012	371.0	120.50000000000001	161.00000000000003	336.25	373.25000000000006	354.50000000000006	3345.2201700284495	673.25	359.67071806725824
PWY-6125	424.46200747779756	1912.8267621652758	363.65307799432435	254.35234868424595	373.664695326423	2527.5448711325557	2227.6434523463568	723.8208171635746	1684.025173125398	1368.1302000526684	1405.1437621916764	837.3942814299586	1717.044797017416	1691.8118783834987	185.05817843441045	266.0038137863591	29.436340990363068	340.3981773304788	112.31074359729112	153.5975757674653	118.39859071264438	1912.7287946865288	84.89101906514766	83.94565088091034	0.0	218.9397554400486	0.0	286.10570665036744	3332.109927944316	105.07680610928443	373.6168494990697
PWY-6126	609.311120203623	3360.703508355223	1057.3641419999938	740.227889441962	1164.1201894923395	6021.3858569940185	3994.0513479674987	1821.1034394425503	2505.4743195406236	6698.190627307301	2357.7573644356194	1710.6443341106506	2296.632941845337	2084.2371585201968	365.62225607483924	345.7214060573073	118.96269129363662	563.1167488689601	287.4604284530941	381.04322933371196	289.6169637192537	4707.307714475026	220.63628360223296	132.6728944016106	151.2296643013399	362.6835936900976	199.01315122672872	404.6352956624629	15302.700434157285	270.99180380466436	390.0148567411987
PWY-6147	377.59326315789474	777.1584401418052	659.9335554364409	570.5196800000001	906.2474144789181	675.920522875817	687.291428177763	703.989035269156	817.1208722280685	816.5631156235793	754.5486235648983	562.8324249545487	670.4614350529323	412.88293634511126	219.84523160762944	77.80952380952381	142.40236187262758	275.6775	172.39659988223394	327.2402299414443	179.0232039607862	3319.9322661644683	259.78191731031353	85.39753639417692	177.70267379679143	225.29657293497365	104.84042021010505	143.6995873364351	1153.8804414961626	265.36677966101695	18.0
PWY-6151	545.25	2949.915590179454	1136.5245362559715	932.5657599270781	1535.1293216486456	5274.577115679148	3453.808019051826	1621.7937106788515	2064.0485165793016	5812.22121934302	1982.9525832050776	1484.3698273427894	1860.7065232110701	1764.8995009703356	351.5	298.25	135.13138686131387	476.01096844884063	298.0741509433962	473.6443769983129	379.3215057098548	4694.755516475358	371.0	120.5	113.08290155440416	336.25	353.3348817032247	321.7051118126294	13548.462752859616	647.5093956498174	332.75
PWY-6163	342.3704932071564	727.2741365110699	1293.8130330482381	1202.9848930542958	1678.4315295493661	721.5285145322568	1296.426371311459	1262.4944942906443	1357.987806079676	1297.6268729450626	1385.4346415244966	1393.9101920012508	1035.73183516619	637.0490234637202	231.8511483142571	148.29558717833734	108.19638906285779	385.07704959977974	316.8137038436111	542.9205130635074	397.1906812779471	6036.220115642189	389.4215054770579	71.61259586227361	170.7115928369463	288.12437535108	446.4905842001631	255.90654944162367	2829.930684557591	766.8516067817578	35.391509433962256
PWY-621	713.6513249651325	3247.740685859442	1512.389719295466	1322.0369776335447	1905.7744005733646	5724.68064698958	3974.445047510712	1979.5316376508968	2664.9431521030615	6160.762528404479	2468.2502478132747	1962.7723543188592	2501.666125198787	2212.0699823943664	381.62303664921467	383.38353541799614	186.69678055190536	605.4147750722245	395.17346616065777	586.6552998310812	490.80055216406464	6347.107597054886	396.3367458542305	157.59493670886076	171.10880829015545	439.54130133899315	410.07996059917775	416.171034388744	14121.703895963428	823.609756097561	449.76895674300255
PWY-6269	214.0338466669897	202.92958286200655	928.0946269636279	862.5441103889378	1336.5769352621624	360.7217571237826	819.6589269454198	816.0349050877381	955.3265395687099	794.602708455978	1003.4189567235845	1048.450420248607	667.5867338898651	357.22091113780493	176.7002903538015	101.069817104674	128.93246578415975	270.67989873364616	230.51014042638153	410.7440778135767	325.26673935719344	3947.049980091264	313.04477167930986	32.80242491044365	0.0	171.74668650645464	321.7413867423027	166.3938568006968	1587.166317776842	590.9344478702787	15.327102803738317
